,video_id,start_frame,end_frame,class,total_frames
11950,174_01_0018_M,0,134,24,429
11951,174_01_0018_M,188,284,28,429
11952,174_01_0018_M,284,423,24,429
11953,174_01_0018_M,69,135,48,429
11954,174_01_0018_M,143,158,12,429
11955,174_01_0018_M,404,428,12,429
11956,174_01_0018_M,89,108,6,429
11957,174_01_0018_M,410,428,1,429
11958,174_01_0018_N,0,119,24,399
11959,174_01_0018_N,173,269,28,399
11960,174_01_0018_N,269,398,24,399
11961,174_01_0018_N,54,120,48,399
11962,174_01_0018_N,128,143,12,399
11963,174_01_0018_N,74,93,6,399
11964,067_04_0020_A,2,381,49,382
11965,067_04_0020_A,155,194,7,382
11966,067_04_0020_A,285,344,1,382
11967,137_01_0035_J,115,190,19,308
11968,137_01_0035_J,192,305,19,308
11969,137_01_0035_J,0,22,7,308
11970,137_01_0035_J,150,248,9,308
11971,214_02_0035_K,0,39,27,236
11972,214_02_0035_K,19,129,26,236
11973,214_02_0035_K,0,234,17,236
11974,060_03_0004_0,0,102,21,202
11975,060_03_0004_0,3,21,9,202
11976,060_03_0004_0,189,201,8,202
11977,178_03_0044_0,0,160,32,320
11978,178_03_0044_0,0,160,35,320
11979,058_04_0025_0,135,195,35,277
11980,058_04_0025_0,138,273,8,277
11981,040_01_0044_C,0,18,21,238
11982,040_01_0044_C,12,101,9,238
11983,085_04_0040_G,0,139,9,249
11984,085_04_0040_G,0,248,21,249
11985,065_01_0014_D,137,276,9,277
11986,065_01_0014_D,99,276,21,277
11987,121_01_0006_E,0,293,21,295
11988,121_01_0006_E,113,151,9,295
11989,121_01_0006_E,166,223,9,295
11990,121_01_0006_E,279,293,8,295
11991,019_01_0039_C,0,52,9,318
11992,019_01_0039_C,0,316,21,318
11993,145_01_0015_B,0,317,21,319
11994,145_01_0015_B,0,138,9,319
11995,118_02_0010_A,138,168,9,333
11996,118_02_0010_A,0,332,21,333
11997,158_01_014_1,0,336,25,341
11998,158_01_014_1,187,267,9,341
11999,158_01_014_1,144,336,21,341
12000,083_01_0045_C,0,387,24,389
12001,083_01_0045_C,0,387,21,389
12002,083_01_0045_C,191,257,9,389
12003,126_01_0033_F,0,54,8,337
12004,126_01_0033_F,0,230,21,337
12005,192_04_0027_1,27,63,21,257
12006,192_04_0027_1,88,130,8,257
12007,124_01_0029_A,0,307,21,308
12008,124_01_0029_A,161,204,29,308
12009,124_01_0029_A,110,155,8,308
12010,030_04_0017_S,17,165,8,341
12011,030_04_0017_S,188,255,9,341
12012,030_04_0017_S,0,339,21,341
12013,030_04_0017_S,0,339,24,341
12014,191_02_0036_6,0,375,21,376
12015,191_02_0036_6,15,81,8,376
12016,124_04_0016_0,0,378,21,379
12017,124_04_0016_0,171,240,8,379
12018,218_05_0007_1,0,402,21,403
12019,218_05_0007_1,87,122,8,403
12020,065_01_0018_D,96,221,8,431
12021,065_01_0018_D,0,429,21,431
12022,084_04_0016_1,35,57,8,147
12023,084_04_0016_1,57,108,19,147
12024,107_02_0003_0,122,147,19,175
12025,107_02_0003_0,69,159,8,175
12026,081_01_0013_C,0,116,8,233
12027,081_01_0013_C,0,231,19,233
12028,081_01_0006_0,0,107,8,252
12029,081_01_0006_0,77,158,19,252
12030,040_04_0010_1,2,67,8,281
12031,040_04_0010_1,66,142,19,281
12032,040_04_0010_1,256,279,8,281
12033,100_02_0023_J,0,114,8,350
12034,100_02_0023_J,177,255,10,350
12035,100_02_0023_J,2,270,19,350
12036,100_02_0023_J,270,348,21,350
12037,100_02_0023_G,0,126,8,374
12038,100_02_0023_G,189,267,10,374
12039,100_02_0023_G,14,282,19,374
12040,100_02_0023_G,282,372,21,374
12041,152_04_0009_1,3,204,8,402
12042,152_04_0009_1,246,366,7,402
12043,152_04_0009_1,27,202,19,402
12044,152_04_0009_1,241,401,19,402
12045,152_04_0007_O,66,405,8,406
12046,152_04_0007_O,200,333,19,406
12047,152_01_0001_A,0,438,8,440
12048,152_01_0001_A,80,438,19,440
12049,137_01_0025_0,0,146,24,186
12050,137_01_0025_0,110,155,8,186
12051,199_05_0059_0,0,108,24,303
12052,199_05_0059_0,108,152,8,303
12053,199_05_0059_0,218,278,8,303
12054,030_01_0008_O,0,312,24,339
12055,030_01_0008_O,51,107,9,339
12056,030_01_0008_O,167,336,8,339
12057,030_01_0008_O,0,90,22,339
12058,030_01_0008_O,90,161,17,339
12059,043_04_0017_O,0,345,21,346
12060,043_04_0017_O,0,345,24,346
12061,043_04_0017_O,0,33,8,346
12062,043_04_0017_O,126,168,8,346
12063,043_04_0017_O,173,344,8,346
12064,199_03_0070_1,183,369,24,372
12065,199_03_0070_1,256,351,8,372
12066,166_02_0014_4,94,134,8,195
12067,166_02_0014_4,137,191,8,195
12068,066_01_0035_0,0,58,8,260
12069,066_01_0035_0,193,259,8,260
12070,180_02_0034_0,75,99,9,172
12071,180_02_0034_0,0,171,22,172
12072,180_02_0034_0,0,114,24,172
12073,030_02_0009_0,111,216,9,268
12074,030_02_0009_0,80,206,24,268
12075,107_01_0020_0,0,27,12,151
12076,107_01_0020_0,0,27,8,151
12077,107_01_0030_E,0,68,8,282
12078,107_01_0030_E,0,280,12,282
12079,005_01_0045_0,0,289,12,294
12080,005_01_0045_0,239,262,8,294
12081,005_01_0019_0,0,354,12,359
12082,005_01_0019_0,154,241,8,359
12083,078_03_0022_1,46,91,9,155
12084,078_03_0022_1,94,123,9,155
12085,138_02_0014_1,74,113,9,193
12086,138_02_0014_1,116,172,9,193
12087,138_05_0006_0,2,54,9,231
12088,138_05_0006_0,57,117,9,231
12089,203_03_0011_0,195,228,9,324
12090,203_03_0011_0,240,261,9,324
12091,083_01_0013_K,0,20,9,396
12092,083_01_0013_K,0,394,24,396
12093,083_01_0013_K,0,394,21,396
12094,083_01_0013_K,0,31,9,396
12095,083_01_0013_J,13,45,9,409
12096,083_01_0013_J,0,408,24,409
12097,083_01_0013_J,0,408,21,409
12098,046_02_0015_1,83,154,49,191
12099,046_02_0015_1,154,181,8,191
12100,081_01_0015_J,60,248,8,249
12101,081_01_0015_J,0,248,49,249
12102,167_01_0025_K,27,338,49,339
12103,167_01_0025_K,0,33,9,339
12104,167_01_0025_K,88,160,8,339
12105,167_01_0025_K,204,309,7,339
12106,167_01_0025_K,302,338,9,339
12107,022_01_0003_0,15,165,49,186
12108,022_01_0003_0,152,171,9,186
12109,169_02_0002_G,0,365,49,367
12110,169_02_0002_G,0,77,8,367
12111,169_02_0002_G,75,131,9,367
12112,169_02_0002_G,263,353,8,367
12113,184_01_0044_A,0,276,21,277
12114,184_01_0044_A,25,87,7,277
12115,065_01_0014_K,21,162,9,330
12116,065_01_0014_K,160,259,7,330
12117,065_01_0014_K,0,327,21,330
12118,191_02_0037_A,0,360,21,361
12119,191_02_0037_A,25,71,7,361
12120,028_02_0016_2,38,99,19,250
12121,028_02_0016_2,96,165,9,250
12122,214_02_0001_1,0,321,19,391
12123,214_02_0001_1,171,390,9,391
12124,145_04_0025_A,0,405,25,406
12125,145_04_0025_A,0,405,19,406
12126,145_04_0025_A,95,405,9,406
12127,019_02_0024_0,75,96,10,384
12128,019_02_0024_0,38,380,21,384
12129,159_01_0037_1,0,238,8,239
12130,159_01_0037_1,0,238,11,239
12131,085_04_0034_2,135,200,8,250
12132,085_04_0034_2,38,175,11,250
12133,192_02_0023_2,12,171,49,185
12134,192_02_0023_2,64,99,10,185
12135,022_04_0016_8,18,154,49,268
12136,022_04_0016_8,68,123,10,268
12137,022_04_0038_L,0,347,49,349
12138,022_04_0038_L,77,120,10,349
12139,022_04_0033_4,27,302,19,313
12140,022_04_0033_4,113,136,5,313
12141,184_02_0014_1,0,345,21,346
12142,184_02_0014_1,192,286,24,346
12143,118_01_0031_L,0,225,21,226
12144,118_01_0031_L,185,225,9,226
12145,040_02_0027_0,0,41,8,148
12146,040_02_0027_0,39,74,9,148
12147,150_02_0004_1,0,144,8,235
12148,150_02_0004_1,144,233,9,235
12149,150_02_0004_1,0,233,37,235
12150,150_02_0004_1,0,233,25,235
12151,019_02_0033_5,54,144,8,308
12152,019_02_0033_5,128,209,9,308
12153,100_02_0004_3,198,295,8,340
12154,100_02_0004_3,291,335,9,340
12155,158_01_014_0,0,399,25,400
12156,158_01_014_0,161,216,8,400
12157,158_01_014_0,215,269,9,400
12158,169_02_0017_7,124,267,8,420
12159,169_02_0017_7,263,368,9,420
12160,078_01_0026_0,0,135,19,378
12161,078_01_0026_0,138,189,19,378
12162,027_01_0047_0,0,275,19,438
12163,027_01_0047_0,278,436,19,438
12164,134_01_0026_A,2,428,21,429
12165,134_01_0026_A,197,216,8,429
12166,134_01_0026_A,287,428,24,429
12167,026_04_0024_E,0,296,12,300
12168,026_04_0024_E,14,115,10,300
12169,026_04_0024_E,146,175,9,300
12170,169_02_0005_2,88,132,19,151
12171,169_02_0005_2,89,148,8,151
12172,191_01_0024_2,70,151,19,160
12173,191_01_0024_2,73,89,8,160
12174,187_02_0035_1,0,220,19,292
12175,187_02_0035_1,220,291,8,292
12176,107_02_0006_2,20,218,19,319
12177,107_02_0006_2,29,105,8,319
12178,100_02_0026_0,222,357,8,427
12179,100_02_0026_0,0,369,19,427
12180,180_02_0038_0,78,266,7,267
12181,180_02_0038_0,0,189,24,267
12182,027_01_0043_1,0,37,49,153
12183,027_01_0043_1,10,39,7,153
12184,067_04_0016_D,0,318,49,319
12185,067_04_0016_D,0,18,7,319
12186,079_02_0017_0,0,27,8,154
12187,079_02_0017_0,27,60,17,154
12188,116_02_0034_A,0,329,21,331
12189,116_02_0034_A,0,329,17,331
12190,076_04_0032_A,0,146,8,420
12191,076_04_0032_A,144,418,17,420
12192,137_01_0035_C,0,36,19,311
12193,137_01_0035_C,253,310,19,311
12194,137_01_0035_C,1,160,7,311
12195,137_01_0035_C,288,310,9,311
12196,137_01_0035_A,2,54,19,344
12197,137_01_0035_A,271,343,19,344
12198,137_01_0035_A,19,178,7,344
12199,137_01_0035_A,306,343,9,344
12200,190_01_0006_M,0,239,9,241
12201,190_01_0006_M,0,239,10,241
12202,199_01_0054_1,0,390,9,392
12203,199_01_0054_1,0,390,10,392
12204,167_02_0009_1,0,48,7,299
12205,167_02_0009_1,92,150,7,299
12206,065_01_0015_C,78,228,7,360
12207,065_01_0015_C,261,358,19,360
12208,065_01_0015_C,324,358,26,360
12209,066_01_0002_0,99,231,23,261
12210,066_01_0002_0,116,135,8,261
12211,066_02_0003_2,4,342,23,358
12212,066_02_0003_2,171,225,8,358
12213,149_01_0027_1,0,115,9,243
12214,149_01_0027_1,104,241,8,243
12215,169_04_0003_0,134,222,9,274
12216,169_04_0003_0,221,270,8,274
12217,067_04_0022_0,0,353,21,354
12218,067_04_0022_0,288,329,30,354
12219,148_01_0035_1,90,103,10,166
12220,148_01_0035_1,106,129,10,166
12221,067_01_0018_4,18,214,49,219
12222,067_01_0018_4,76,126,30,219
12223,214_02_0015_1,26,117,17,171
12224,214_02_0015_1,33,134,8,171
12225,112_02_0021_1,0,273,17,326
12226,112_02_0021_1,102,324,8,326
12227,201_01_0008_3,0,350,17,352
12228,201_01_0008_3,17,65,8,352
12229,180_02_0044_1,51,156,22,161
12230,180_02_0044_1,7,156,24,161
12231,079_03_0019_0,0,60,17,182
12232,079_03_0019_0,60,92,48,182
12233,079_03_0019_0,143,180,9,182
12234,137_01_0006_0,20,95,24,157
12235,137_01_0006_0,14,95,8,157
12236,087_01_0013_0,36,95,8,185
12237,087_01_0013_0,86,129,24,185
12238,169_02_0035_5,95,149,49,198
12239,169_02_0035_5,50,125,9,198
12240,203_01_0006_H,0,138,19,319
12241,203_01_0006_H,171,317,49,319
12242,203_01_0006_H,111,218,9,319
12243,019_01_0025_1,85,131,8,151
12244,019_01_0025_1,111,147,49,151
12245,046_01_0001_19,57,140,8,274
12246,046_01_0001_19,136,201,49,274
12247,068_02_0021_1,31,322,23,323
12248,068_02_0021_1,0,75,8,323
12249,118_01_0006_2,157,179,9,353
12250,118_01_0006_2,173,339,21,353
12251,158_01_020_0,0,363,25,364
12252,158_01_020_0,0,111,9,364
12253,158_01_020_0,102,363,21,364
12254,052_01_0016_G,0,363,11,364
12255,052_01_0016_G,0,57,24,364
12256,052_01_0016_G,0,17,8,364
12257,087_01_0033_3,14,33,19,154
12258,087_01_0033_3,14,39,6,154
12259,087_01_0033_3,83,116,19,154
12260,137_01_0038_D,0,347,24,348
12261,137_01_0038_D,0,23,8,348
12262,137_01_0038_D,48,176,8,348
12263,087_01_0012_J,0,74,0,424
12264,087_01_0012_J,0,57,10,424
12265,087_01_0012_J,63,422,24,424
12266,087_01_0012_J,141,287,8,424
12267,087_01_0012_J,321,380,8,424
12268,103_01_0006_0,66,96,9,208
12269,103_01_0006_0,96,182,19,208
12270,152_04_0004_1,3,148,19,296
12271,152_04_0004_1,3,291,9,296
12272,091_04_0017_2,35,97,9,168
12273,091_04_0017_2,94,121,10,168
12274,007_02_0006_1,1,83,9,376
12275,007_02_0006_1,83,189,10,376
12276,128_04_0023_0,0,161,8,238
12277,128_04_0023_0,152,236,10,238
12278,100_05_0015_C,0,144,8,395
12279,100_05_0015_C,123,204,10,395
12280,100_05_0015_C,267,339,10,395
12281,100_05_0015_C,369,394,9,395
12282,071_01_0006_8,60,171,22,300
12283,071_01_0006_8,171,225,9,300
12284,108_02_0006_1,17,411,22,416
12285,108_02_0006_1,229,259,9,416
12286,033_01_0016_D,0,30,7,296
12287,033_01_0016_D,143,295,22,296
12288,051_02_0023_0,0,189,7,421
12289,051_02_0023_0,79,210,22,421
12290,192_01_0036_A,69,253,21,254
12291,192_01_0036_A,0,97,8,254
12292,192_01_0036_E,0,366,21,367
12293,192_01_0036_E,0,28,8,367
12294,192_01_0036_E,184,224,8,367
12295,192_01_0036_E,283,346,5,367
12296,078_01_0012_1,121,160,9,246
12297,078_01_0012_1,159,244,24,246
12298,126_01_0018_T,161,194,9,394
12299,126_01_0018_T,248,287,9,394
12300,126_01_0018_T,0,392,37,394
12301,126_01_0018_T,0,92,28,394
12302,159_04_0027_A,0,308,8,309
12303,159_04_0027_A,142,308,24,309
12304,192_02_0020_1,39,192,49,264
12305,192_02_0020_1,26,93,7,264
12306,005_04_0012_L,0,110,12,292
12307,005_04_0012_L,110,144,48,292
12308,005_04_0012_L,141,291,49,292
12309,005_04_0012_L,14,217,7,292
12310,046_01_0019_4,15,54,49,152
12311,046_01_0019_4,17,51,2,152
12312,046_01_0023_13,9,93,49,170
12313,046_01_0023_13,12,92,2,170
12314,203_03_0015_2,2,73,19,156
12315,203_03_0015_2,49,81,10,156
12316,059_01_0009_0,26,111,7,186
12317,059_01_0009_0,63,120,9,186
12318,059_01_0009_0,173,185,10,186
12319,141_01_0011_1,15,114,49,225
12320,141_01_0011_1,150,220,49,225
12321,022_01_0023_4,0,52,10,197
12322,022_01_0023_4,49,100,8,197
12323,152_01_0014_0,21,84,10,301
12324,152_01_0014_0,141,204,8,301
12325,159_04_0027_T,0,287,19,289
12326,159_04_0027_T,0,287,24,289
12327,005_05_0021_1,0,145,12,146
12328,005_05_0021_1,48,77,5,146
12329,005_05_0021_1,75,111,6,146
12330,071_01_0014_0,0,162,12,373
12331,071_01_0014_0,165,311,12,373
12332,192_02_0010_2,95,119,19,151
12333,192_02_0010_2,81,125,7,151
12334,027_05_0064_0,44,72,7,190
12335,027_05_0064_0,72,140,19,190
12336,167_02_0019_0,245,341,19,349
12337,167_02_0019_0,164,254,7,349
12338,061_01_0021_0,0,59,11,286
12339,061_01_0021_0,98,138,10,286
12340,061_01_0021_0,260,279,5,286
12341,066_02_0034_2,168,336,19,346
12342,066_02_0034_2,162,252,10,346
12343,124_04_0015_0,0,338,21,381
12344,124_04_0015_0,90,125,8,381
12345,124_04_0015_0,252,315,8,381
12346,073_03_0051_0,90,125,29,163
12347,073_03_0051_0,77,160,49,163
12348,022_01_0044_X,0,309,49,310
12349,022_01_0044_X,2,46,29,310
12350,022_01_0044_X,158,183,30,310
12351,134_01_0018_0,29,162,24,265
12352,134_01_0018_0,33,54,10,265
12353,145_01_0003_D,0,375,21,377
12354,145_01_0003_D,0,251,24,377
12355,145_01_0003_D,57,192,10,377
12356,145_01_0003_D,189,375,50,377
12357,174_01_0047_T,0,397,24,398
12358,174_01_0047_T,197,218,12,398
12359,006_02_0001_3,24,46,17,148
12360,006_02_0001_3,46,79,18,148
12361,120_02_0009_1,2,14,17,154
12362,120_02_0009_1,14,31,18,154
12363,046_01_0003_3,85,125,49,152
12364,046_01_0003_3,73,110,2,152
12365,046_01_0023_15,2,81,49,162
12366,046_01_0023_15,0,72,2,162
12367,026_02_0019_1,61,117,8,240
12368,026_02_0019_1,116,181,9,240
12369,026_02_0019_1,62,85,19,240
12370,027_04_0013_5,97,198,0,202
12371,027_04_0013_5,124,175,19,202
12372,199_03_0036_0,6,50,8,151
12373,199_03_0036_0,50,77,7,151
12374,199_03_0036_0,96,120,7,151
12375,040_01_0002_H,0,88,10,313
12376,040_01_0002_H,0,79,0,313
12377,040_01_0002_H,97,179,0,313
12378,040_01_0002_H,0,252,21,313
12379,040_01_0002_H,294,311,11,313
12380,051_04_0036_0,0,62,8,255
12381,051_04_0036_0,62,127,0,255
12382,051_04_0036_0,219,254,8,255
12383,035_01_0039_E,0,147,24,310
12384,035_01_0039_E,270,305,26,310
12385,035_01_0039_E,33,95,11,310
12386,035_01_0039_E,153,246,37,310
12387,066_02_0001_1,63,102,23,152
12388,066_02_0001_1,59,81,7,152
12389,121_01_0006_R,0,290,21,292
12390,121_01_0006_R,1,58,9,292
12391,121_01_0006_R,114,147,8,292
12392,169_02_0026_1,91,154,11,295
12393,169_02_0026_1,17,167,8,295
12394,152_01_0016_A,37,186,11,373
12395,152_01_0016_A,241,319,19,373
12396,152_01_0016_A,285,371,8,373
12397,107_02_0029_3,32,78,12,152
12398,107_02_0029_3,78,108,19,152
12399,026_02_0010_b,0,112,12,411
12400,026_02_0010_b,115,195,12,411
12401,026_02_0010_b,185,398,19,411
12402,026_02_0010_b,320,410,8,411
12403,026_02_0010_b,320,410,7,411
12404,031_01_0009_0,65,86,7,151
12405,031_01_0009_0,84,116,10,151
12406,163_03_0014_0,222,282,10,283
12407,163_03_0014_0,0,261,7,283
12408,046_01_0023_O,0,339,49,341
12409,046_01_0023_O,75,100,5,341
12410,046_01_0023_N,1,341,49,343
12411,046_01_0023_N,76,102,5,343
12412,166_01_0024_5,129,260,0,262
12413,166_01_0024_5,216,257,7,262
12414,030_01_0016_y,0,139,8,237
12415,030_01_0016_y,52,235,17,237
12416,030_01_0016_y,0,235,24,237
12417,081_01_0044_U,0,89,49,304
12418,081_01_0044_U,78,150,19,304
12419,081_01_0044_U,143,243,49,304
12420,081_01_0044_U,243,303,19,304
12421,167_05_0011_P,0,310,19,311
12422,167_05_0011_P,0,69,7,311
12423,167_05_0011_P,102,156,9,311
12424,167_05_0011_P,169,210,7,311
12425,197_01_0003_B,0,105,24,329
12426,197_01_0003_B,105,269,19,329
12427,197_01_0003_B,252,327,24,329
12428,051_02_0028_3,106,342,8,347
12429,051_02_0028_3,97,132,22,347
12430,087_05_0022_3,97,227,8,283
12431,087_05_0022_3,83,93,8,283
12432,040_01_0024_B,1,255,0,388
12433,040_01_0024_B,52,100,8,388
12434,040_01_0024_B,195,294,21,388
12435,137_01_0016_3,92,159,30,363
12436,137_01_0016_3,23,206,8,363
12437,137_01_0016_3,323,362,8,363
12438,067_02_0012_0,0,218,21,244
12439,067_02_0012_0,195,242,1,244
12440,118_01_0031_F,0,290,21,291
12441,118_01_0031_F,80,105,1,291
12442,033_01_0032_0,2,290,11,323
12443,033_01_0032_0,246,290,7,323
12444,148_02_0014_3,55,160,19,327
12445,148_02_0014_3,158,225,15,327
12446,137_01_0013_F,0,107,24,377
12447,137_01_0013_F,190,290,10,377
12448,137_01_0013_F,320,376,7,377
12449,137_01_0013_F,0,376,49,377
12450,087_05_0036_3,40,90,24,346
12451,087_05_0036_3,0,49,8,346
12452,087_05_0036_3,87,174,8,346
12453,016_01_0034_B,0,156,0,318
12454,016_01_0034_B,156,303,1,318
12455,016_01_0034_B,197,315,49,318
12456,005_01_0008_0,0,361,12,366
12457,005_01_0008_0,244,315,7,366
12458,005_01_0025_O,0,387,12,389
12459,005_01_0025_O,152,187,10,389
12460,005_01_0025_O,191,242,7,389
12461,107_01_0012_10,126,144,12,153
12462,107_01_0012_10,86,144,8,153
12463,030_01_0011_},0,105,5,409
12464,030_01_0011_},96,273,22,409
12465,030_01_0011_},0,206,31,409
12466,030_01_0011_},324,407,24,409
12467,124_01_0029_F,0,361,21,362
12468,124_01_0029_F,98,141,29,362
12469,124_01_0029_F,47,92,8,362
12470,124_01_0029_F,312,333,7,362
12471,124_01_0029_F,324,344,30,362
12472,084_01_0002_3,51,62,17,149
12473,084_01_0002_3,62,89,19,149
12474,084_01_0002_3,102,122,7,149
12475,084_01_0002_3,102,122,17,149
12476,052_01_0044_J,0,274,21,275
12477,052_01_0044_J,252,274,5,275
12478,026_05_0005_2,0,258,19,330
12479,026_05_0005_2,247,329,12,330
12480,121_03_0032_1,118,145,24,147
12481,121_03_0032_1,103,145,7,147
12482,126_01_0029_1,56,202,7,231
12483,126_01_0029_1,169,226,21,231
12484,090_01_0016_1,75,96,27,154
12485,090_01_0016_1,95,116,26,154
12486,123_03_0024_2,0,91,29,181
12487,123_03_0024_2,21,73,8,181
12488,195_02_0033_B,0,112,23,244
12489,195_02_0033_B,112,242,19,244
12490,078_02_0033_1,0,164,23,400
12491,078_02_0033_1,164,399,19,400
12492,214_02_0016_Q,209,427,17,428
12493,214_02_0016_Q,0,77,0,428
12494,214_02_0016_Q,212,426,8,428
12495,062_02_0014_1,64,157,17,162
12496,062_02_0014_1,126,157,9,162
12497,201_03_0019_0,92,296,17,382
12498,201_03_0019_0,138,182,9,382
12499,070_04_0009_0,22,113,49,171
12500,070_04_0009_0,111,163,21,171
12501,067_01_0003_1,90,138,49,357
12502,067_01_0003_1,176,353,21,357
12503,163_03_0009_0,122,191,1,203
12504,163_03_0009_0,99,200,8,203
12505,152_01_0008_A,0,401,9,403
12506,152_01_0008_A,378,401,8,403
12507,052_01_0037_O,0,313,24,314
12508,052_01_0037_O,0,313,11,314
12509,052_01_0037_O,67,84,8,314
12510,052_01_0037_O,243,282,8,314
12511,052_01_0016_I,0,346,11,347
12512,052_01_0016_I,0,40,24,347
12513,079_03_0023_1,78,98,5,153
12514,079_03_0023_1,90,149,19,153
12515,030_04_0017_],0,12,9,305
12516,030_04_0017_],101,195,5,305
12517,030_04_0017_],0,150,21,305
12518,030_04_0017_],143,303,19,305
12519,030_04_0017_],0,303,24,305
12520,139_02_0039_B,0,23,12,292
12521,139_02_0039_B,0,291,24,292
12522,026_02_0016_A,34,346,12,347
12523,026_02_0016_A,0,42,9,347
12524,150_01_0046_F,239,341,7,343
12525,150_01_0046_F,0,342,50,343
12526,150_01_0046_F,0,342,25,343
12527,137_01_0010_1,5,77,24,151
12528,137_01_0010_1,0,48,10,151
12529,090_02_0032_5,53,279,24,326
12530,090_02_0032_5,33,86,10,326
12531,059_01_0002_1,2,32,8,151
12532,059_01_0002_1,9,50,22,151
12533,107_01_0005_0,174,231,22,252
12534,107_01_0005_0,44,204,8,252
12535,016_01_0048_0,0,119,49,361
12536,016_01_0048_0,116,290,0,361
12537,161_03_0037_0,0,119,23,340
12538,161_03_0037_0,119,171,22,340
12539,140_01_0032_0,0,357,25,361
12540,140_01_0032_0,312,357,9,361
12541,148_01_0004_0,0,356,25,361
12542,148_01_0004_0,116,152,9,361
12543,033_01_0026_U,140,260,7,321
12544,033_01_0026_U,288,318,11,321
12545,033_01_0026_U,21,156,4,321
12546,035_01_0011_A,107,362,28,363
12547,035_01_0011_A,1,232,8,363
12548,033_01_0005_L,164,319,17,320
12549,033_01_0005_L,179,319,0,320
12550,033_01_0005_L,0,155,22,320
12551,124_01_0029_E,0,427,21,429
12552,124_01_0029_E,131,174,29,429
12553,124_01_0029_E,80,125,8,429
12554,124_01_0029_E,345,366,7,429
12555,124_01_0029_E,357,377,30,429
12556,123_03_0041_3,2,59,8,254
12557,123_03_0041_3,52,92,7,254
12558,123_03_0041_3,66,129,8,254
12559,103_02_0034_A,0,238,25,240
12560,103_02_0034_A,0,238,22,240
12561,103_02_0034_A,0,38,5,240
12562,103_02_0034_A,38,100,6,240
12563,090_03_0018_1,18,152,24,267
12564,090_03_0018_1,107,122,6,267
12565,161_03_0033_0,0,267,41,414
12566,161_03_0033_0,267,318,8,414
12567,126_04_0023_G,35,176,8,330
12568,126_04_0023_G,225,264,9,330
12569,126_04_0023_G,261,302,10,330
12570,126_04_0023_G,0,329,37,330
12571,133_02_0020_A,0,236,7,238
12572,133_02_0020_A,144,236,41,238
12573,116_01_0033_D,0,92,17,317
12574,116_01_0033_D,84,158,20,317
12575,116_01_0033_D,240,315,10,317
12576,046_02_0011_8,82,151,29,164
12577,046_02_0011_8,47,92,7,164
12578,087_01_0045_1,126,170,8,226
12579,087_01_0045_1,200,223,5,226
12580,087_01_0045_1,18,209,21,226
12581,191_02_0018_6,4,103,20,201
12582,191_02_0018_6,2,32,7,201
12583,112_02_0014_0,87,428,19,429
12584,112_02_0014_0,0,386,1,429
12585,090_01_0024_1,102,140,26,152
12586,090_01_0024_1,122,148,7,152
12587,040_01_0033_1,95,303,0,309
12588,040_01_0033_1,236,303,49,309
12589,100_01_0014_B,0,131,8,348
12590,100_01_0014_B,0,346,49,348
12591,046_01_0029_8,152,293,49,330
12592,046_01_0029_8,194,227,30,330
12593,046_01_0029_8,165,317,2,330
12594,046_01_0012_1,21,106,49,211
12595,046_01_0012_1,11,56,1,211
12596,046_01_0012_1,90,138,7,211
12597,035_01_0043_M,0,99,49,268
12598,035_01_0043_M,0,267,24,268
12599,169_01_0022_0,21,63,25,247
12600,169_01_0022_0,156,246,8,247
12601,174_02_0014_0,5,38,17,151
12602,174_02_0014_0,131,150,20,151
12603,174_02_0014_0,0,56,5,151
12604,019_04_0021_1,2,47,17,153
12605,019_04_0021_1,2,47,48,153
12606,156_04_0034_A,0,203,24,398
12607,156_04_0034_A,196,395,29,398
12608,035_01_0029_J,239,309,37,311
12609,035_01_0029_J,153,185,19,311
12610,035_01_0029_J,0,102,19,311
12611,035_01_0029_J,129,228,50,311
12612,167_02_0019_[,0,140,19,229
12613,167_02_0019_[,146,227,19,229
12614,167_02_0019_[,13,115,8,229
12615,167_02_0019_[,115,227,7,229
12616,174_03_0035_0,78,372,24,414
12617,174_03_0035_0,36,111,43,414
12618,140_03_0036_0,0,381,25,385
12619,140_03_0036_0,150,285,0,385
12620,174_02_0014_M,0,261,24,262
12621,174_02_0014_M,0,13,48,262
12622,174_02_0014_M,0,23,8,262
12623,022_01_0030_L,0,285,49,286
12624,022_01_0030_L,33,51,27,286
12625,022_01_0030_L,49,101,26,286
12626,005_01_0046_^,0,45,11,332
12627,005_01_0046_^,140,330,49,332
12628,005_01_0046_^,0,35,7,332
12629,192_02_0021_I,125,399,24,400
12630,192_02_0021_I,0,128,50,400
12631,192_02_0021_I,120,228,21,400
12632,192_02_0021_I,0,27,7,400
12633,137_01_0038(1)_P,183,308,24,373
12634,137_01_0038(1)_P,0,18,19,373
12635,137_01_0038(1)_P,18,111,2,373
12636,137_01_0038(1)_P,261,308,19,373
12637,137_01_0038(1)_P,119,156,2,373
12638,137_01_0038(1)_P,172,279,7,373
12639,158_02_028_B,0,348,25,349
12640,158_02_028_B,0,348,21,349
12641,087_02_0007_5,0,53,9,151
12642,087_02_0007_5,0,53,6,151
12643,087_02_0057_6,2,89,39,183
12644,087_02_0057_6,1,92,8,183
12645,087_05_0030_1,41,72,20,152
12646,087_05_0030_1,36,84,19,152
12647,061_02_0015_1,103,147,48,151
